"brand","model","year","mileage","engine_size","drivetrain","avg_mpg","damaged","first_owner","extras","price"
"Kia","Rio S",2021,32279,1.6,"Front-wheel Drive",3.5,0,1,5,20895
"Chevrolet","Blazer Premier",2020,22893,3.6,"Four-wheel Drive",3.5,1,1,10,37503
"MINI","Cooper S",2006,91002,1.6,"Front-wheel Drive",4.5,0,0,2,7399
"Toyota","Avalon XLE",2021,45011,3.5,"Front-wheel Drive",5,0,1,10,32459
"Land","Rover Range Rover 3.0L Supercharged HSE",2016,73689,3,"Four-wheel Drive",2.5,0,1,9,38995
"Kia","Forte LX",2016,55734,1.8,"Front-wheel Drive",2,0,0,3,11000
"Nissan","Pathfinder SV",2022,10210,3.5,"Four-wheel Drive",3,1,1,7,38750
"Mercedes-Benz","C-Class C 300 4MATIC",2019,44088,2,"Four-wheel Drive",3,0,1,8,31921
"Audi","SQ7 4.0T",2021,28966,4,"Four-wheel Drive",3,0,1,11,74588
"BMW","X5 xDrive35i",2017,85205,3,"Four-wheel Drive",3,1,0,11,25248
"Mitsubishi","Outlander Sport ES",2017,62716,2,"Front-wheel Drive",2.5,1,0,3,15000
"Porsche","Panamera GTS",2020,28430,4,"Four-wheel Drive",4,0,1,7,104888
"Nissan","Armada SV",2017,111688,5.6,"Four-wheel Drive",6.5,1,0,6,18988
"Suzuki","Kizashi SE",2013,90606,2.4,"Four-wheel Drive",2.5,0,1,3,11995
"Jeep","Grand Cherokee Overland",2022,2722,3.6,"Four-wheel Drive",3.5,0,0,8,54534
"Toyota","Venza Limited",2022,11876,2.5,"Four-wheel Drive",1.5,0,1,11,44492
"Jeep","Grand Cherokee Limited",2009,134000,5.7,"Four-wheel Drive",4,0,0,7,7500
"Maserati","GranTurismo Sport",2018,14854,4.7,"Rear-wheel Drive",3.5,0,1,9,74995
"FIAT","500L Trekking",2014,100545,1.4,"Front-wheel Drive",4,0,0,2,9000
"Porsche","Boxster Base",2014,30587,2.7,"Rear-wheel Drive",2,0,0,3,39775
"Jaguar","XF S",2020,28400,3,"Four-wheel Drive",4.5,0,0,10,43490
"Porsche","911 Carrera 4 GTS",2022,2033,3,"Four-wheel Drive",2.5,0,0,11,204991
"Volkswagen","Passat 2.0T SE",2020,46543,2,"Front-wheel Drive",3.5,0,0,10,20975
"Volkswagen","Atlas 3.6L SEL",2022,10851,3.6,"Four-wheel Drive",3.5,1,1,15,45771
"Nissan","Pathfinder SL",2020,43623,3.5,"Four-wheel Drive",5.5,0,1,9,31988
"Jaguar","XE 25t Premium",2019,63628,2,"Four-wheel Drive",4,0,1,9,23224
"Cadillac","Escalade ESV Platinum",2017,128343,6.2,"Rear-wheel Drive",2.5,0,0,11,28991
"Mazda","CX-30 Turbo",2021,17296,2.5,"Four-wheel Drive",3.5,0,1,12,31450
"Jeep","Grand Cherokee Altitude",2020,50512,3.6,"Four-wheel Drive",2.5,0,0,7,32954
"Chevrolet","Blazer RS",2021,29057,3.6,"Front-wheel Drive",3.5,0,1,12,41915
"Chevrolet","Tahoe Z71",2022,26419,5.3,"Four-wheel Drive",2.5,0,1,9,64601
"Cadillac","Escalade Premium Luxury",2020,34374,6.2,"Four-wheel Drive",4.5,0,0,12,56591
"Alfa","Romeo Stelvio Sport",2019,60866,2,"Four-wheel Drive",4,0,0,13,20946
"Mazda","CX-3 Sport",2017,52629,2,"Front-wheel Drive",3,0,0,5,18475
"Ford","F-150 XLT",2019,70061,5,"Four-wheel Drive",2.5,0,0,6,40194
"Mazda","CX-50 2.5 Turbo Premium Plus Package",2023,6202,2.5,"Four-wheel Drive",3,0,0,8,40694
"FIAT","500 Abarth",2012,82209,1.4,"Front-wheel Drive",3,1,0,2,14999
"Lexus","NX 350 F SPORT Handling",2022,6331,2.4,"Four-wheel Drive",4,0,0,7,51900
"Nissan","Titan SL",2018,67183,5.6,"Four-wheel Drive",3,0,1,10,32290
"Porsche","Macan S",2020,66973,3,"Four-wheel Drive",3,0,1,7,45975
"Mitsubishi","Mirage DE",2015,77573,1.2,"Front-wheel Drive",1.5,0,0,2,7850
"Maserati","Ghibli S Q4",2017,69686,3,"Four-wheel Drive",4,1,0,10,31995
"Mazda","CX-9 Signature",2019,39426,2.5,"Four-wheel Drive",3,1,1,10,31988
"Mercedes-Benz","AMG GLE 63 S-Model 4MATIC",2021,8797,4,"Four-wheel Drive",4,0,1,10,110998
"Mazda","CX-9 Signature",2018,56493,2.5,"Four-wheel Drive",3,0,0,11,28945
"MINI","Clubman Cooper S",2014,87672,1.6,"Front-wheel Drive",5,0,0,4,12995
"Lexus","NX 300 F Sport",2019,28862,2,"Four-wheel Drive",3.5,1,1,7,32500
"Mitsubishi","Outlander Sport 2.0 SE",2020,40765,2,"Four-wheel Drive",3,0,1,7,22000
"Alfa","Romeo Giulia Ti Sport",2019,12914,2,"Four-wheel Drive",3,0,1,9,32874
"Mercedes-Benz","S-Class S 580 4MATIC",2023,1299,4,"Four-wheel Drive",5,0,1,8,122180
"Audi","Q5 2.0T Premium Plus",2015,121287,2,"Four-wheel Drive",4,0,1,4,13711
"Kia","Sorento Hybrid S",2022,25489,1.6,"Front-wheel Drive",4.5,0,1,9,33995
"Toyota","Tacoma Base",2013,106048,4,"Four-wheel Drive",2.5,1,0,1,18976
"Jaguar","F-TYPE Base",2018,13955,3,"Rear-wheel Drive",2.5,0,0,9,42488
"Volkswagen","Arteon 2.0T SE",2019,40042,2,"Four-wheel Drive",3,1,1,5,24970
"Alfa","Romeo Stelvio Ti",2018,32020,2,"Four-wheel Drive",4,0,0,8,26599
"Jaguar","E-PACE Base",2020,40432,2,"Four-wheel Drive",3,1,1,10,29998
"Nissan","Murano SL",2016,114636,3.5,"Four-wheel Drive",2.5,1,1,14,17495
"Jaguar","XE S",2020,29847,2,"Rear-wheel Drive",5.5,0,1,10,29990
"Ford","Explorer XLT",2019,54858,3.5,"Four-wheel Drive",3,0,0,6,24987
"Land","Rover Range Rover 3.0L Supercharged HSE",2017,35000,3,"Four-wheel Drive",3,0,0,10,50695
"Honda","Accord EX-L",2016,40100,2.4,"Front-wheel Drive",5,0,0,13,24499
"Kia","Forte LX",2017,106798,2,"Front-wheel Drive",5.5,1,1,3,9995
"Porsche","Panamera GTS",2013,43798,4.8,"Four-wheel Drive",2,0,0,8,47990
"Nissan","Armada Platinum",2018,62640,5.6,"Four-wheel Drive",2.5,1,1,11,31995
"Mazda","CX-5 Touring",2021,45650,2.5,"Front-wheel Drive",2.5,0,1,10,25000
"Jeep","Wagoneer Series II",2022,22001,5.7,"Four-wheel Drive",3.5,0,1,11,63990
"Nissan","Quest SV",2014,64099,3.5,"Front-wheel Drive",3,0,0,5,15591
"Toyota","Tundra SR5",2007,125270,5.7,"Four-wheel Drive",2,1,1,1,12361
"Audi","A5 2.0T Premium Plus",2020,27230,2,"Four-wheel Drive",4,0,1,10,38950
"Mercedes-Benz","AMG GLA 45 Base",2021,5316,2,"Four-wheel Drive",4,0,1,9,48500
"Honda","Accord Hybrid EX-L",2017,31068,2,"Front-wheel Drive",1,0,1,11,26084
"Volkswagen","Atlas 2.0T SEL Premium",2021,42782,2,"Four-wheel Drive",3,0,1,10,39699
"FIAT","500X Lounge",2016,49560,2.4,"Four-wheel Drive",4.5,0,1,7,14099
"Chevrolet","Impala 2LZ",2016,45535,3.6,"Front-wheel Drive",5,0,0,7,22278
"Hyundai","Sonata Limited",2011,91486,2.4,"Front-wheel Drive",4,0,0,7,8888
"Alfa","Romeo Stelvio Base",2019,32142,2,"Four-wheel Drive",4,0,1,10,29900
"Cadillac","XT4 Premium Luxury",2023,1807,2,"Front-wheel Drive",5,0,1,7,41649
"MINI","Countryman Cooper S",2013,24937,1.6,"Front-wheel Drive",5,0,1,3,16750
"Mitsubishi","Outlander Sport",2020,46423,2,"Four-wheel Drive",4,0,0,3,21290
"Alfa","Romeo Giulia Base",2020,15188,2,"Four-wheel Drive",3,0,1,9,30995
"FIAT","124 Spider Lusso",2018,20149,1.4,"Rear-wheel Drive",4.5,0,0,6,24950
"Jeep","Grand Cherokee Limited",2021,27108,3.6,"Four-wheel Drive",3.5,0,1,11,33495
"Land","Rover Range Rover Supercharged",2018,50515,5,"Four-wheel Drive",3,0,0,10,55983
"Maserati","Quattroporte GTS",2014,38915,3.8,"Rear-wheel Drive",2.5,0,0,10,29995
"Hyundai","Elantra SE",2017,110276,2,"Front-wheel Drive",3.5,1,0,2,10000
"Toyota","Avalon XLE Premium",2017,95811,3.5,"Front-wheel Drive",4.5,1,1,11,19892
"Volvo","S60 Recharge Plug-In Hybrid T8 R-Design Expression Extended Range",2022,7496,2,"Four-wheel Drive",3,0,1,10,42264
"Maserati","Ghibli S Q4",2014,53375,3,"Four-wheel Drive",3,0,0,6,22950
"Cadillac","Escalade Sport",2021,36244,6.2,"Four-wheel Drive",5.5,0,1,12,89992
"Porsche","Cayenne Base",2023,7708,3,"Four-wheel Drive",3,0,1,9,79451
"Jeep","Gladiator Rubicon",2020,28816,3.6,"Four-wheel Drive",3,0,1,7,45358
"Hyundai","Sonata Limited",2013,181445,2.4,"Front-wheel Drive",1,1,0,5,7250
"Hyundai","Santa Fe Plug-In Hybrid SEL Convenience",2022,38986,1.6,"Four-wheel Drive",6,1,1,7,35998
"Kia","Stinger GT2",2022,7842,3.3,"Four-wheel Drive",3.5,0,1,11,47645
"FIAT","124 Spider Lusso",2018,32147,1.4,"Rear-wheel Drive",4.5,0,0,6,22997
"Chevrolet","Suburban Z71",2021,58848,5.3,"Four-wheel Drive",2,0,1,8,56497
"Maserati","Ghibli Modena Q4",2023,4891,3,"Four-wheel Drive",5,0,0,8,97950
"Porsche","911 Carrera Cabriolet",2006,118416,3.8,"Rear-wheel Drive",5,1,0,2,29985
"Nissan","Frontier Desert Runner",2015,76470,4,"Rear-wheel Drive",2.5,0,0,2,17995
"Toyota","RAV4 Hybrid XLE",2021,42903,2.5,"Four-wheel Drive",1.5,0,1,7,35410
"Lexus","LX 570 570",2019,52710,5.7,"Four-wheel Drive",5,1,0,7,69891
"Porsche","911 Carrera S",2020,2197,3,"Rear-wheel Drive",4.5,0,1,9,142856
"Mitsubishi","Lancer ES",2015,56009,2,"Front-wheel Drive",3,1,0,3,9999
"Chevrolet","Suburban LT",2019,77247,5.3,"Four-wheel Drive",3.5,0,0,9,39996
"FIAT","500C Abarth",2014,68212,1.4,"Front-wheel Drive",3,1,1,2,13490
"Mazda","CX-9 Sport",2021,24996,2.5,"Four-wheel Drive",3,0,1,8,28950
"Volvo","S90 T6 Inscription",2018,54799,2,"Four-wheel Drive",4,1,0,11,30975
"BMW","535 i xDrive",2016,39364,3,"Four-wheel Drive",4.5,0,0,8,25870
"Honda","Passport Touring",2021,15049,3.5,"Four-wheel Drive",2.5,0,1,13,34677
"Kia","Forte LX",2017,62218,2,"Front-wheel Drive",2.5,1,0,3,15500
"Hyundai","Santa Fe XL Limited Ultimate",2019,44703,3.3,"Four-wheel Drive",2.5,1,1,11,29000
"Nissan","Altima 2.5 SR",2017,119400,2.5,"Front-wheel Drive",4,1,0,6,12900
"Mazda","CX-5 Touring",2021,7031,2.5,"Four-wheel Drive",4,0,0,11,27391
"Hyundai","Equus Signature",2015,126356,5,"Rear-wheel Drive",4,1,0,12,14999
"Mazda","CX-3 Sport",2017,74507,2,"Four-wheel Drive",4,1,0,5,15989
"Porsche","Macan S",2019,27884,3,"Four-wheel Drive",3,0,0,7,55000
"Audi","A3 2.0T S line Premium",2020,4794,2,"Four-wheel Drive",4,0,1,10,30351
"Kia","Rio LX",2016,75347,1.6,"Front-wheel Drive",2.5,0,1,2,6495
"Audi","S4 3.0T Premium Plus",2022,10252,3,"Four-wheel Drive",4.5,0,1,3,48994
"Jaguar","F-PACE 30t Prestige",2019,53715,2,"Four-wheel Drive",3.5,0,0,11,31998
"Ford","Edge Sport",2009,42786,3.5,"Four-wheel Drive",3.5,0,0,3,13995
"Mazda","Mazda3 Touring",2017,11686,2,"Front-wheel Drive",4.5,0,0,7,21998
"Honda","Odyssey LX",2018,42368,3.5,"Front-wheel Drive",4.5,0,0,6,26000
"Volvo","XC90 T5 Momentum 7 Passenger",2020,38550,2,"Four-wheel Drive",3.5,0,1,12,41995
"Land","Rover Range Rover Sport 5.0L Supercharged SVR",2017,41804,5,"Four-wheel Drive",3,0,0,10,58998
"Suzuki","Sidekick JX",1993,61049,1.6,"Four-wheel Drive",1,0,0,0,11995
"Alfa","Romeo Stelvio Quadrifoglio",2019,30217,2.9,"Four-wheel Drive",3,0,1,11,52500
"Kia","Sportage X-Line",2023,12795,2.5,"Four-wheel Drive",4,0,1,3,32488
"Mercedes-Benz","GLE 350 Base",2021,43793,2,"Rear-wheel Drive",2.5,1,1,10,55998
"Jaguar","XJS Cabriolet",1992,57931,5.3,"Unknown",2.5,0,0,2,14995
"Volvo","XC60 T5 R-Design",2019,31992,2,"Front-wheel Drive",5.5,0,1,10,31495
"Porsche","718 Cayman GT4",2021,2841,4,"Rear-wheel Drive",4,0,1,5,141800
"Volvo","XC60 B5 Inscription",2022,7591,2,"Four-wheel Drive",4.5,0,1,9,52498
"Mitsubishi","Eclipse GS",2009,96958,2.4,"Front-wheel Drive",0.5,1,0,0,6750
"Jaguar","F-TYPE R-Dynamic",2018,9571,3,"Rear-wheel Drive",2,0,0,10,59998
"Volkswagen","ID.4 Pro S",2022,1226,2,"Rear-wheel Drive",0.5,0,1,9,40127
"Volkswagen","Tiguan Limited 2.0T",2017,67823,2,"Four-wheel Drive",2.5,1,0,5,15693
"Hyundai","Tucson SE",2017,60277,2,"Front-wheel Drive",5,1,0,5,18303
"Cadillac","CT4-V V-Series Blackwing",2022,15966,3.6,"Rear-wheel Drive",4,0,1,11,63422
"Maserati","Levante Base",2020,31270,3,"Four-wheel Drive",3.5,0,1,11,47992
"Audi","A8 L 55",2019,29687,3,"Four-wheel Drive",4,0,0,10,51488
"Chevrolet","Colorado LT",2019,80665,3.6,"Rear-wheel Drive",3.5,1,0,5,28995
"Ford","Expedition XLT",2020,37549,3.5,"Four-wheel Drive",2.5,0,1,6,47950
"Jeep","Wrangler Unlimited Sahara Altitude",2020,23679,3,"Four-wheel Drive",4,0,0,6,48797
"FIAT","500X Pop",2017,61445,2.4,"Front-wheel Drive",4,0,1,5,15990
"Kia","Sorento LX",2015,110444,2.4,"Front-wheel Drive",3,1,0,2,10800
"Mitsubishi","Outlander Sport SE",2021,33273,2,"Front-wheel Drive",4,0,1,8,20116
"Mazda","Mazda3 FWD w/Select Package",2021,15904,2.5,"Front-wheel Drive",4,0,1,9,22468
"FIAT","500X Lounge",2018,61379,2.4,"Front-wheel Drive",4,1,0,10,15650
"Land","Rover Discovery Sport HSE",2016,89006,2,"Four-wheel Drive",1,0,0,8,16550
"Nissan","NV200 SV",2019,83602,2,"Front-wheel Drive",2,0,1,5,22995
"Volkswagen","Atlas 2.0T S",2021,33294,2,"Four-wheel Drive",2,1,1,7,28599
"Porsche","Macan Base",2018,47450,2,"Four-wheel Drive",3.5,0,0,5,31599
"Honda","CR-V EX-L",2020,36480,1.5,"Four-wheel Drive",2.5,1,1,13,29400
"Honda","Passport TrailSport",2022,8353,3.5,"Four-wheel Drive",2.5,0,0,8,40991
"Toyota","4Runner Sport",2020,54209,4,"Four-wheel Drive",1.5,0,0,6,36496
"Chevrolet","Camaro 1SS",2021,17305,6.2,"Rear-wheel Drive",4,0,1,7,41998
"Cadillac","ATS 3.6L Luxury",2016,53479,3.6,"Four-wheel Drive",4.5,1,0,10,21900
"BMW","750 i xDrive",2020,12438,4.4,"Four-wheel Drive",4,1,1,10,59992
"Alfa","Romeo Stelvio Quadrifoglio",2022,2200,2.9,"Four-wheel Drive",3,0,0,10,82792
"BMW","740 i xDrive",2022,17199,3,"Four-wheel Drive",3.5,0,1,9,72995
"Jaguar","XF I4 T",2013,95346,2,"Rear-wheel Drive",4,0,1,8,12885
"Hyundai","Palisade SEL",2020,68275,3.8,"Four-wheel Drive",2,0,1,10,32981
"Toyota","Camry Solara SE",2006,41379,3.3,"Front-wheel Drive",4.5,1,0,0,15900
"Mercedes-Benz","GLC 300 Base 4MATIC",2018,50019,2,"Four-wheel Drive",3,0,0,8,25986
"Audi","Q7 3.0T Prestige",2017,80082,3,"Four-wheel Drive",3,1,0,9,27500
"FIAT","500 Abarth",2012,31599,1.4,"Front-wheel Drive",3,0,0,4,16599
"Jaguar","XE 35t Premium",2017,35904,3,"Four-wheel Drive",5,1,0,10,19856
"Cadillac","XTS Luxury",2018,40510,3.6,"Four-wheel Drive",3,1,0,9,27000
"Honda","Civic LX",2017,36714,2,"Front-wheel Drive",4.5,1,0,4,18355
"Porsche","Panamera 2",2011,104536,3.6,"Rear-wheel Drive",4,1,0,8,19494
"BMW","X6 M50i",2020,27204,4.4,"Four-wheel Drive",3,1,0,11,69690
"Mitsubishi","Eclipse Cross LE",2023,2442,1.5,"Four-wheel Drive",2,0,1,0,24995
"Mercedes-Benz","C-Class 4MATIC",2016,62473,2,"Four-wheel Drive",2.5,0,0,11,18850
"Mercedes-Benz","AMG C 63 S",2021,11321,4,"Rear-wheel Drive",3,0,1,9,74912
"MINI","Hardtop Cooper",2019,54108,1.5,"Front-wheel Drive",4,0,1,6,19988
"Porsche","718 Cayman Base",2018,57507,2,"Rear-wheel Drive",3.5,1,0,7,46900
"BMW","X5 xDrive40i",2020,33694,3,"Four-wheel Drive",3,1,0,11,47844
"Mercedes-Benz","GLC 300 Base 4MATIC",2017,76417,2,"Four-wheel Drive",3,1,0,6,25995
"Lexus","IS 300 Base",2016,64633,3.5,"Four-wheel Drive",4,0,0,7,22984
"Jaguar","F-PACE 25t Prestige",2019,41084,2,"Four-wheel Drive",4,0,1,11,31770
"Jaguar","E-PACE 300 Sport",2021,16930,2,"Four-wheel Drive",4.5,0,1,8,38998
"Volvo","XC90 T6 Inscription 7 Passenger",2020,48848,2,"Four-wheel Drive",5.5,0,1,12,43961
"MINI","Countryman Cooper S ALL4",2020,23039,2,"Four-wheel Drive",4.5,0,1,9,27987
"Mercedes-Benz","C-Class C 300 4MATIC",2018,32516,2,"Four-wheel Drive",4.5,1,0,5,26499
"Ford","F-150 XLT",2022,7077,2.7,"Four-wheel Drive",2.5,0,1,4,49380
"Alfa","Romeo Giulia Base",2020,14612,2,"Rear-wheel Drive",3,0,1,9,30336
"Land","Rover Range Rover Velar P250 S",2019,51281,2,"Four-wheel Drive",3.5,0,0,7,39995
"Volkswagen","Golf 1.4T S",2019,45374,1.4,"Front-wheel Drive",3.5,0,0,5,17495
"Jeep","Grand Cherokee Limited",2018,47433,3.6,"Rear-wheel Drive",3.5,1,1,8,27426
"Toyota","Camry XSE",2019,91947,2.5,"Front-wheel Drive",5.5,0,1,8,22750
"Volvo","XC60 B5 Plus Dark Theme",2023,1517,2,"Four-wheel Drive",3.5,0,1,9,50995
"MINI","Cooper S",2009,10000,1.6,"Front-wheel Drive",4,0,0,4,14997
"Kia","Sportage SX Turbo",2020,15994,2,"Front-wheel Drive",5,0,1,11,29799
"Maserati","Levante GT",2022,2295,3,"Four-wheel Drive",3,0,1,9,79994
"Alfa","Romeo Giulia Ti",2019,15250,2,"Four-wheel Drive",3.5,1,1,10,34995
"Mitsubishi","Eclipse GS Sport",2012,104966,2.4,"Front-wheel Drive",2.5,1,0,4,9795
"Lexus","GX 460 Base",2022,20406,4.6,"Four-wheel Drive",1,0,0,8,57859
"FIAT","500L Lounge",2014,127680,1.4,"Front-wheel Drive",4.5,1,0,4,6977
"Porsche","911 Carrera",2005,27285,3.6,"Rear-wheel Drive",3,0,0,6,57890
"Cadillac","ATS-V Base",2016,29044,3.6,"Rear-wheel Drive",3.5,0,0,9,42995
"Porsche","Macan S",2016,78565,3,"Four-wheel Drive",5,0,0,6,31009
"Volvo","XC90 T5 Momentum 7 Passenger",2020,39651,2,"Front-wheel Drive",5,0,1,11,35452
"Chevrolet","Monte Carlo SS",2006,93231,5.3,"Front-wheel Drive",5,0,1,2,10995
"Maserati","GranTurismo Sport",2017,34590,4.7,"Rear-wheel Drive",5,0,0,6,47495
"Cadillac","CT5-V V-Series Blackwing",2022,2308,6.2,"Rear-wheel Drive",3.5,0,0,8,105000
"Volvo","XC60 Recharge Plug-In Hybrid T8 R-Design",2018,43338,2,"Four-wheel Drive",3.5,0,0,9,41900
"MINI","Countryman Cooper ALL4",2021,9344,1.5,"Four-wheel Drive",4,0,1,7,28990
"Alfa","Romeo Stelvio Quadrifoglio",2019,18451,2.9,"Four-wheel Drive",4.5,0,0,9,60778
"Land","Rover Range Rover Sport SE Dynamic",2023,2134,3,"Four-wheel Drive",3,0,1,10,112994
"Mercedes-Benz","CLS 450 Base 4MATIC",2019,30901,3,"Four-wheel Drive",2.5,1,1,10,50000
"Jeep","Wrangler Unlimited Sport",2014,82662,3.6,"Four-wheel Drive",2.5,0,0,4,24500
"Jaguar","XJ XJ R-Sport",2018,38913,3,"Rear-wheel Drive",2.5,1,0,9,34999
"MINI","Cooper S Countryman Base",2012,126204,1.6,"Four-wheel Drive",3.5,0,0,3,11495
"Mazda","MX-5 Miata RF Grand Touring",2022,6861,2,"Rear-wheel Drive",3,0,0,9,31883
"Cadillac","CT4 Premium Luxury",2020,11698,2.7,"Four-wheel Drive",4,0,1,10,38427
"Alfa","Romeo Stelvio Sprint",2022,205,2,"Rear-wheel Drive",3,0,1,11,36494
"Nissan","Z Performance",2023,195,3,"Rear-wheel Drive",5.5,0,1,5,65500
"Nissan","Altima 2.5 S",2020,70677,2.5,"Front-wheel Drive",5,0,1,7,20999
"Chevrolet","Equinox 2LT",2014,106456,3.6,"Four-wheel Drive",3.5,0,0,5,12977
"Mazda","Mazda5 Sport",2007,84450,2.3,"Front-wheel Drive",3,1,0,2,6795
"Kia","Sorento LX",2022,41869,2.5,"Four-wheel Drive",4,0,1,6,32950
"Cadillac","XT5 Premium Luxury",2019,62887,3.6,"Front-wheel Drive",4.5,0,0,12,31179
"Kia","Sportage LX",2023,14859,2.5,"Four-wheel Drive",3.5,0,1,3,27815
"Toyota","Camry LE",2020,49329,2.5,"Front-wheel Drive",5.5,1,1,7,24402
"Porsche","Cayman",2007,75958,2.7,"Rear-wheel Drive",3.5,0,0,4,23998
"Honda","Civic EX",2012,73128,1.8,"Front-wheel Drive",5.5,1,0,3,14500
"Audi","Q8 Premium Plus",2020,37576,3,"Four-wheel Drive",2,0,1,9,54995
"Chevrolet","Suburban Premier",2018,66866,5.3,"Four-wheel Drive",3.5,1,1,8,42990
"MINI","Clubman Cooper S",2020,8191,2,"Front-wheel Drive",5,0,1,11,29371
"FIAT","124 Spider Abarth",2018,17747,1.4,"Rear-wheel Drive",4.5,0,1,7,26919
"Nissan","Altima 2.5 S",2019,65296,2.5,"Front-wheel Drive",4.5,0,0,7,19990
"Mazda","MX-5 Miata RF Grand Touring",2021,15764,2,"Rear-wheel Drive",4.5,1,1,8,26900
"Mercedes-Benz","GLE 450 AWD 4MATIC",2023,1802,3,"Four-wheel Drive",1,0,1,7,74523
"FIAT","500X Lounge",2018,45696,2.4,"Four-wheel Drive",4,0,0,10,21998
"BMW","328 i xDrive",2011,146818,3,"Four-wheel Drive",4.5,1,0,4,7999
"Mazda","CX-30 Premium Package",2021,40662,2.5,"Front-wheel Drive",3.5,0,1,12,24898
"Ford","Expedition Limited",2022,23715,3.5,"Four-wheel Drive",3,0,1,11,68338
"Mazda","CX-5 Touring",2016,106228,2.5,"Four-wheel Drive",2.5,1,1,5,15595
"BMW","740 i xDrive",2018,40660,3,"Four-wheel Drive",4.5,1,1,9,40900
"Audi","Q5 2.0T Premium",2019,64207,2,"Four-wheel Drive",2.5,0,1,10,27795
"Cadillac","ATS-V Base",2019,36895,3.6,"Rear-wheel Drive",4.5,0,0,9,49895
"Nissan","Rogue SV",2022,20741,1.5,"Four-wheel Drive",6,0,1,9,32995
"Mazda","CX-5 Touring",2016,62337,2.5,"Four-wheel Drive",3,0,0,8,18000
"BMW","430 i",2020,31237,2,"Rear-wheel Drive",5.5,1,1,8,30990
"Kia","Forte GT-Line",2020,86645,2,"Front-wheel Drive",3.5,0,1,9,20871
"Porsche","Cayenne S",2019,43448,2.9,"Four-wheel Drive",3,0,1,13,58499
"Ford","Expedition Max Limited",2021,32359,3.5,"Four-wheel Drive",2.5,0,1,10,53480
"Alfa","Romeo Stelvio Base",2019,23489,2,"Four-wheel Drive",3.5,0,1,13,32499
"Lexus","IS 350 Base",2015,129078,3.5,"Rear-wheel Drive",4.5,1,0,10,21985
"Jeep","Compass Sport",2014,61382,2.4,"Four-wheel Drive",3.5,1,0,1,11500
"Land","Rover LR2 Base",2011,115380,3.2,"Four-wheel Drive",3,1,0,5,11681
"Ford","F-150 XLT",2016,98220,3.5,"Four-wheel Drive",2.5,1,0,3,24120
"Mercedes-Benz","AMG C 63 S",2017,65561,4,"Rear-wheel Drive",3,1,0,9,43991
"Toyota","RAV4 LE",2020,32147,2.5,"Front-wheel Drive",4,1,1,7,28498
"Alfa","Romeo Giulia Ti",2020,47476,2,"Rear-wheel Drive",3,0,1,8,29809
"Hyundai","Santa Fe Sport 2.4L",2014,84661,2.4,"Front-wheel Drive",1.5,0,1,5,15687
"Jaguar","XJ Base",2011,102064,5,"Rear-wheel Drive",2.5,0,0,5,14995
"FIAT","500X Pop",2017,67812,2.4,"Front-wheel Drive",4,0,0,5,13907
"Nissan","Armada SL",2022,33818,5.6,"Rear-wheel Drive",3.5,0,1,12,41993
"Maserati","Quattroporte Modena Q4",2022,3630,3,"Four-wheel Drive",5,0,1,11,86250
"Kia","Sorento SX Prestige",2023,3178,2.5,"Four-wheel Drive",2.5,0,1,12,46989
"Land","Rover Range Rover Sport Supercharged Autobiography",2014,95590,5,"Four-wheel Drive",2.5,0,0,10,26895
"Mazda","CX-30 2.5 Turbo Premium Plus Package",2022,5566,2.5,"Four-wheel Drive",9,0,1,9,30995
"MINI","Hardtop Cooper S",2022,17729,2,"Front-wheel Drive",3,0,1,9,27998
"Jaguar","XF 35t R-Sport",2016,39759,3,"Rear-wheel Drive",2.5,0,0,6,30998
"Volkswagen","Atlas 2.0T S",2019,69512,2,"Front-wheel Drive",3,0,1,6,23383
"Jaguar","F-PACE 20d Prestige",2018,37633,2,"Four-wheel Drive",4,0,0,8,35998
"Cadillac","CTS 3.6L Premium",2014,56683,3.6,"Four-wheel Drive",4,0,0,11,24199
"Lexus","RX 350 F SPORT Handling",2022,12865,3.5,"Four-wheel Drive",2.5,0,1,6,56994
"Lexus","NX 300 Base",2021,8871,2,"Four-wheel Drive",2,0,1,11,39266
"Maserati","Levante Modena S",2022,6449,3.8,"Four-wheel Drive",3,0,1,12,87614
"Maserati","Levante Base",2018,67862,3,"Four-wheel Drive",4,0,1,8,33905
"Jeep","Grand Cherokee Overland",2020,24987,3.6,"Four-wheel Drive",3.5,0,1,10,38990
"Jeep","Grand Cherokee Limited",2020,63036,3.6,"Four-wheel Drive",2.5,0,1,10,33698
"Maserati","GranTurismo Sport",2012,19835,4.7,"Rear-wheel Drive",4,0,0,6,46900
"Jeep","Grand Cherokee SRT",2014,78627,6.4,"Four-wheel Drive",3.5,1,0,10,38999
"Jaguar","F-PACE 25t Premium",2020,12045,2,"Four-wheel Drive",2.5,0,1,9,38500
"Hyundai","Santa Fe Ultimate 2.0T",2019,38082,2,"Four-wheel Drive",3.5,0,1,12,29999
"Porsche","718 Boxster S",2018,20555,2.5,"Rear-wheel Drive",2,0,0,6,72995
"Mazda","RX-8 Sport",2009,80310,1.3,"Rear-wheel Drive",4,1,0,0,10995
"MINI","Convertible Cooper S",2019,31048,2,"Front-wheel Drive",4.5,0,0,8,28411
"Hyundai","Sonata SE",2019,43509,2.4,"Front-wheel Drive",3,0,1,5,19444
